ADDRESS_DETAIL_PID,DATE_CREATED,ADDRESS_LABEL,ADDRESS_SITE_NAME,BUILDING_NAME,FLAT_TYPE,FLAT_NUMBER,LEVEL_TYPE,LEVEL_NUMBER,NUMBER_FIRST,NUMBER_LAST,LOT_NUMBER,STREET_NAME,STREET_TYPE,STREET_SUFFIX,LOCALITY_NAME,STATE,POSTCODE,LEGAL_PARCEL_ID,MB_CODE,ALIAS_PRINCIPAL,PRINCIPAL_PID,PRIMARY_SECONDARY,PRIMARY_PID,GEOCODE_TYPE,LONGITUDE,LATITUDE
GAOT_718709565,15-11-2016,"90 CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,90,,,CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,55/30H/9,90000701000,PRINCIPAL,,,,PROPERTY CENTROID,167.97036961,-29.03424676
GAOT_718709566,15-11-2016,"91 CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,91,,,CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,48/29G2/12,90000703200,PRINCIPAL,,,,PROPERTY CENTROID,167.96763304,-29.0343073
GAOT_718709577,15-11-2016,"2C CHRISTIANS LANE, NORFOLK ISLAND OT 2899",,,,,,,2C,,,CHRISTIANS,LANE,,NORFOLK ISLAND,OT,2899,74/43S8/7,90000707200,PRINCIPAL,,,,PROPERTY CENTROID,167.97231595,-29.03858262
GAOT_718709583,15-11-2016,"105 COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,105,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,77/49C8/3,90000701300,PRINCIPAL,,,,PROPERTY CENTROID,167.97621783,-29.04940965
GAOT_718709611,15-11-2016,"24 COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,24,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,36/55B/6,90000704300,PRINCIPAL,,,,PROPERTY CENTROID,167.97089447,-29.0453178
GAOT_718709613,15-11-2016,"27 COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,27,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,33/46G4/7,90000707200,PRINCIPAL,,,,PROPERTY CENTROID,167.97204801,-29.04312985
GAOT_718709618,15-11-2016,"45 COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,45,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,41/46I11/7,90000700300,PRINCIPAL,,,,PROPERTY CENTROID,167.97305629,-29.04435445
GAOT_718709620,15-11-2016,"53 COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,53,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,44/46I9/7,90000700300,PRINCIPAL,,,,PROPERTY CENTROID,167.97295074,-29.04585176
GAOT_718709621,15-11-2016,"61 COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,61,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,2/49A1/3,90000701300,PRINCIPAL,,,,PROPERTY CENTROID,167.97355536,-29.04658923
GAOT_718709624,15-11-2016,"78 COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,78,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,31/56D1/5,90000700200,PRINCIPAL,,,,PROPERTY CENTROID,167.97333081,-29.04798545
GAOT_718709626,15-11-2016,"83A COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,83A,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,95/49B5/3,90000701300,PRINCIPAL,,,,PROPERTY CENTROID,167.97607008,-29.04694611
GAOT_718709627,15-11-2016,"83B COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,83B,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,95/49B5/3,90000701300,PRINCIPAL,,,,PROPERTY CENTROID,167.97607008,-29.04694611
GAOT_718709650,15-11-2016,"36 CUTTERS CORN RD, NORFOLK ISLAND OT 2899",,,,,,,36,,,CUTTERS CORN,ROAD,,NORFOLK ISLAND,OT,2899,55/43E 10/7,90000707200,PRINCIPAL,,,,PROPERTY CENTROID,167.97306737,-29.04062692
GAOT_718709652,15-11-2016,"3 CUTTERS CORN RD, NORFOLK ISLAND OT 2899",,,,,,,3,,,CUTTERS CORN,ROAD,,NORFOLK ISLAND,OT,2899,13/44J/7,90000707200,PRINCIPAL,,,,PROPERTY CENTROID,167.96982832,-29.04200646
GAOT_718709679,15-11-2016,"35 DOUGLAS RD, NORFOLK ISLAND OT 2899",,,,,,,35,,,DOUGLAS,ROAD,,NORFOLK ISLAND,OT,2899,22/167/28,90000702200,PRINCIPAL,,,,PROPERTY CENTROID,167.94145927,-29.03480232
GAOT_718709694,15-11-2016,"13 DRIVER CHRISTIAN RD, NORFOLK ISLAND OT 2899",,,,,,,13,,,DRIVER CHRISTIAN,ROAD,,NORFOLK ISLAND,OT,2899,55/57E/3,90000701300,PRINCIPAL,,,,PROPERTY CENTROID,167.97568424,-29.05129154
GAOT_718709698,15-11-2016,"25 DRIVER CHRISTIAN RD, NORFOLK ISLAND OT 2899",,,,,,,25,,,DRIVER CHRISTIAN,ROAD,,NORFOLK ISLAND,OT,2899,81/57A2/3,90000701300,PRINCIPAL,,,,PROPERTY CENTROID,167.975334,-29.05303477
GAOT_718709705,15-11-2016,"74 DRIVER CHRISTIAN RD, NORFOLK ISLAND OT 2899",,,,,,,74,,,DRIVER CHRISTIAN,ROAD,,NORFOLK ISLAND,OT,2899,54/66M2/5,90000700200,PRINCIPAL,,,,PROPERTY CENTROID,167.97183496,-29.05391731
GAOT_718709709,15-11-2016,"17 EDWARD YOUNG RD, NORFOLK ISLAND OT 2899",,,,,,,17,,,EDWARD YOUNG,ROAD,,NORFOLK ISLAND,OT,2899,42/40B42/15,90000701200,PRINCIPAL,,,,PROPERTY CENTROID,167.96235381,-29.03830682
GAOT_718709724,15-11-2016,"16-34 FISHERMANS LANE, NORFOLK ISLAND OT 2899",,,,,,,16,34,,FISHERMANS,LANE,,NORFOLK ISLAND,OT,2899,69/98B2/33,90000700100,PRINCIPAL,,,,PROPERTY CENTROID,167.92514278,-28.99934856
GAOT_718709728,15-11-2016,"17 FLETCHER CHRISTIAN RD, NORFOLK ISLAND OT 2899",,,,,,,17,,,FLETCHER CHRISTIAN,ROAD,,NORFOLK ISLAND,OT,2899,35/40B35/15,90000701200,PRINCIPAL,,,,PROPERTY CENTROID,167.96326649,-29.03962607
GAOT_718709758,15-11-2016,"48A GRASSY RD, NORFOLK ISLAND OT 2899",,,,,,,48A,,,GRASSY,ROAD,,NORFOLK ISLAND,OT,2899,1/23E/26,90000707100,PRINCIPAL,,,,PROPERTY CENTROID,167.94586987,-29.02670972
GAOT_718709759,15-11-2016,"48B GRASSY RD, NORFOLK ISLAND OT 2899",,,,,,,48B,,,GRASSY,ROAD,,NORFOLK ISLAND,OT,2899,52/155E 2/25,90000707100,PRINCIPAL,,,,PROPERTY CENTROID,167.9460761,-29.02596559
GAOT_718709765,15-11-2016,"55 GRASSY RD, NORFOLK ISLAND OT 2899",,,,,,,55,,,GRASSY,ROAD,,NORFOLK ISLAND,OT,2899,68/153N/27,90000705300,PRINCIPAL,,,,PROPERTY CENTROID,167.94285515,-29.02741624
GAOT_718709771,15-11-2016,"64 GRASSY RD, NORFOLK ISLAND OT 2899",,,,,,,64,,,GRASSY,ROAD,,NORFOLK ISLAND,OT,2899,35/155L/25,90000707100,PRINCIPAL,,,,PROPERTY CENTROID,167.94441885,-29.02525784
GAOT_718709775,15-11-2016,"80 GRASSY RD, NORFOLK ISLAND OT 2899",,,,,,,80,,,GRASSY,ROAD,,NORFOLK ISLAND,OT,2899,33/155G/25,90000707100,PRINCIPAL,,,,PROPERTY CENTROID,167.94261556,-29.02427366
GAOT_718709776,15-11-2016,"81 GRASSY RD, NORFOLK ISLAND OT 2899",,,,,,,81,,,GRASSY,ROAD,,NORFOLK ISLAND,OT,2899,73/149D/27,90000705300,PRINCIPAL,,,,PROPERTY CENTROID,167.94101149,-29.02668322
GAOT_718709782,15-11-2016,"59 HARPERS RD, NORFOLK ISLAND OT 2899",,,,,,,59,,,HARPERS,ROAD,,NORFOLK ISLAND,OT,2899,28/12I/11,90000707300,PRINCIPAL,,,,PROPERTY CENTROID,167.96427949,-29.02424125
GAOT_718709786,15-11-2016,"35 HEADSTONE RD, NORFOLK ISLAND OT 2899",,,,,,,35,,,HEADSTONE,ROAD,,NORFOLK ISLAND,OT,2899,45/72A9/30,90000703100,PRINCIPAL,,,,PROPERTY CENTROID,167.92792387,-29.0381582
GAOT_718709790,15-11-2016,"57 HEADSTONE RD, NORFOLK ISLAND OT 2899",,,,,,,57,,,HEADSTONE,ROAD,,NORFOLK ISLAND,OT,2899,33/82/30,90000703100,PRINCIPAL,,,,PROPERTY CENTROID,167.92496084,-29.03975841
GAOT_718709791,15-11-2016,"5 HEADSTONE RD, NORFOLK ISLAND OT 2899",,,,,,,5,,,HEADSTONE,ROAD,,NORFOLK ISLAND,OT,2899,60/72B3/30,90000703100,PRINCIPAL,,,,PROPERTY CENTROID,167.92778052,-29.03530887
GAOT_718709817,15-11-2016,"20 JOHN ADAMS RD, NORFOLK ISLAND OT 2899",,,,,,,20,,,JOHN ADAMS,ROAD,,NORFOLK ISLAND,OT,2899,20/40B20/15,90000701200,PRINCIPAL,,,,PROPERTY CENTROID,167.96238309,-29.0391292
GAOT_718709819,15-11-2016,"4A JOHN ADAMS RD, NORFOLK ISLAND OT 2899",,,,,,,4A,,,JOHN ADAMS,ROAD,,NORFOLK ISLAND,OT,2899,110/31G1/9,90000707200,PRINCIPAL,,,,PROPERTY CENTROID,167.9759175,-29.03989179
GAOT_718709836,15-11-2016,"30 MARTINS RD, NORFOLK ISLAND OT 2899",,,,,,,30,,,MARTINS,ROAD,,NORFOLK ISLAND,OT,2899,198/47C4/2,90000702300,PRINCIPAL,,,,PROPERTY CENTROID,167.98297524,-29.04447838
GAOT_718709837,15-11-2016,"44 MARTINS RD, NORFOLK ISLAND OT 2899",,,,,,,44,,,MARTINS,ROAD,,NORFOLK ISLAND,OT,2899,116/47B1/2,90000702300,PRINCIPAL,,,,PROPERTY CENTROID,167.98451204,-29.04439552
GAOT_718709844,15-11-2016,"91 MARTINS RD, NORFOLK ISLAND OT 2899",,,,,,,91,,,MARTINS,ROAD,,NORFOLK ISLAND,OT,2899,205/34I9/2,90000702300,PRINCIPAL,,,,PROPERTY CENTROID,167.98833019,-29.04459465
GAOT_718709850,15-11-2016,"59C MATTS GROUND RD, NORFOLK ISLAND OT 2899",,,,,,,59C,,,MATTS GROUND,ROAD,,NORFOLK ISLAND,OT,2899,122/6A3/9,90000706200,PRINCIPAL,,,,PROPERTY CENTROID,167.97605811,-29.02775302
GAOT_718709861,15-11-2016,"10 MIDDLEGATE RD, NORFOLK ISLAND OT 2899",,,,,,,10,,,MIDDLEGATE,ROAD,,NORFOLK ISLAND,OT,2899,1/53E 4/17,90000703300,PRINCIPAL,,,,PROPERTY CENTROID,167.96484648,-29.04167918
GAOT_718709865,15-11-2016,"17 MIDDLEGATE RD, NORFOLK ISLAND OT 2899",,,,,,,17,,,MIDDLEGATE,ROAD,,NORFOLK ISLAND,OT,2899,71/54C16/6,90000704300,PRINCIPAL,,,,PROPERTY CENTROID,167.96451539,-29.04386245
GAOT_718709867,15-11-2016,"1 MIDDLEGATE RD, NORFOLK ISLAND OT 2899",,,,,,,1,,,MIDDLEGATE,ROAD,,NORFOLK ISLAND,OT,2899,103/54C17/6,90000704300,PRINCIPAL,,,,PROPERTY CENTROID,167.96570373,-29.042012
GAOT_718709876,15-11-2016,"58-60 MIDDLEGATE RD, NORFOLK ISLAND OT 2899",,,,,,,58,60,,MIDDLEGATE,ROAD,,NORFOLK ISLAND,OT,2899,61/62B1/17,90000703300,PRINCIPAL,,,,PROPERTY CENTROID,167.96048448,-29.04371467
GAOT_718709879,15-11-2016,"64 MIDDLEGATE RD, NORFOLK ISLAND OT 2899",,,,,,,64,,,MIDDLEGATE,ROAD,,NORFOLK ISLAND,OT,2899,42/62F/17,90000703300,PRINCIPAL,,,,PROPERTY CENTROID,167.95923032,-29.04440978
GAOT_718709886,17-08-2016,"23 MILL ROAD (EXCL. FROM RESERVE), NORFOLK ISLAND OT 2899",,,,,,,23,,,MILL ROAD (EXCL. FROM RESERVE),,,NORFOLK ISLAND,OT,2899,12/14C/9,90000706200,PRINCIPAL,,,,PROPERTY CENTROID,167.97183405,-29.03135067
GAOT_718709890,15-11-2016,"22-26 MOUNT PITT RD, NORFOLK ISLAND OT 2899",,,,,,,22,26,,MOUNT PITT,ROAD,,NORFOLK ISLAND,OT,2899,40/154G/25,90000707100,PRINCIPAL,,,,PROPERTY CENTROID,167.94183078,-29.02282517
GAOT_718709910,15-11-2016,"13B NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,13B,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,23/25X7/23,90000707300,PRINCIPAL,,,,PROPERTY CENTROID,167.95337574,-29.0330569
GAOT_718709918,15-11-2016,"159 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,159,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,107/12C1/11,90000706200,PRINCIPAL,,,,PROPERTY CENTROID,167.96601404,-29.02593242
GAOT_718709921,15-11-2016,"163 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,163,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,46/13L/11,90000706200,PRINCIPAL,,,,PROPERTY CENTROID,167.96635401,-29.02593393
GAOT_718709924,15-11-2016,"169 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,169,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,113/13V2/11,90000706200,PRINCIPAL,,,,PROPERTY CENTROID,167.96724617,-29.02577666
GAOT_718709940,15-11-2016,"29 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,29,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,16/25D3/23,90000707300,PRINCIPAL,,,,PROPERTY CENTROID,167.9546982,-29.03209427
GAOT_718709945,15-11-2016,"33C NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,33C,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,40/25E 6/23,90000707300,PRINCIPAL,,,,PROPERTY CENTROID,167.95476481,-29.03110066
GAOT_718709947,15-11-2016,"38 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,38,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,36/26C/13,90000704200,PRINCIPAL,,,,PROPERTY CENTROID,167.95734323,-29.03326718
GAOT_718709954,15-11-2016,"44 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,44,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,130/26Z4/13,90000704200,PRINCIPAL,,,,PROPERTY CENTROID,167.95664767,-29.03179654
GAOT_718709956,15-11-2016,"47 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,47,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,52/25Y1/23,90000707300,PRINCIPAL,,,,PROPERTY CENTROID,167.95568464,-29.02949297
GAOT_718709957,15-11-2016,"48 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,48,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,33/26A1/13,90000704200,PRINCIPAL,,,,PROPERTY CENTROID,167.95708892,-29.03143506
GAOT_718709963,15-11-2016,"59 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,59,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,2/22J2/11,90000707300,PRINCIPAL,,,,PROPERTY CENTROID,167.95759612,-29.03012507
GAOT_718709966,15-11-2016,"67B NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,67B,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,65/22H5/11,90000707300,PRINCIPAL,,,,PROPERTY CENTROID,167.95784627,-29.02888839
GAOT_718709982,15-11-2016,"88 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,88,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,25/27E 1/13,90000704200,PRINCIPAL,,,,PROPERTY CENTROID,167.96028174,-29.02990126
GAOT_718709986,15-11-2016,"93B NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,93B,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,86/22C3/11,90000707300,PRINCIPAL,,,,PROPERTY CENTROID,167.96106205,-29.02829661
GAOT_718709988,15-11-2016,"93D NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,93D,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,88/22C5/11,90000707300,PRINCIPAL,,,,PROPERTY CENTROID,167.96109831,-29.02749984
GAOT_718709992,15-11-2016,"95 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,95,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,84/22C1/11,90000707300,PRINCIPAL,,,,PROPERTY CENTROID,167.96102445,-29.02909116
GAOT_718709993,15-11-2016,"97 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,97,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,20/22B/11,90000707300,PRINCIPAL,,,,PROPERTY CENTROID,167.96152674,-29.02635393
GAOT_718710003,15-11-2016,"149 NEW FARM RD, NORFOLK ISLAND OT 2899",,,,,,,149,,,NEW FARM,ROAD,,NORFOLK ISLAND,OT,2899,39/87C4/20,90000703100,PRINCIPAL,,,,PROPERTY CENTROID,167.93586216,-29.04810026
GAOT_718710029,15-11-2016,"31 PRINCE PHILLIP DR, NORFOLK ISLAND OT 2899",,,,,,,31,,,PRINCE PHILLIP,DRIVE,,NORFOLK ISLAND,OT,2899,24/106B3/10,90000706100,PRINCIPAL,,,,PROPERTY CENTROID,167.96166063,-29.0171849
GAOT_718710035,15-11-2016,"10B QUEEN ELIZABETH AV, NORFOLK ISLAND OT 2899",,,,,,,10B,,,QUEEN ELIZABETH,AVENUE,,NORFOLK ISLAND,OT,2899,83/53A4/17,90000703300,PRINCIPAL,,,,PROPERTY CENTROID,167.9572344,-29.04258223
GAOT_718710038,15-11-2016,"12 QUEEN ELIZABETH AV, NORFOLK ISLAND OT 2899",,,,,,,12,,,QUEEN ELIZABETH,AVENUE,,NORFOLK ISLAND,OT,2899,58/53F1/17,90000703300,PRINCIPAL,,,,PROPERTY CENTROID,167.95757639,-29.04218009
GAOT_718710054,15-11-2016,"77 QUEEN ELIZABETH AV, NORFOLK ISLAND OT 2899",,,,,,,77,,,QUEEN ELIZABETH,AVENUE,,NORFOLK ISLAND,OT,2899,50/40B51/15,90000701200,PRINCIPAL,,,,PROPERTY CENTROID,167.9646316,-29.040906
GAOT_718710057,15-11-2016,"87 QUEEN ELIZABETH AV, NORFOLK ISLAND OT 2899",,,,,,,87,,,QUEEN ELIZABETH,AVENUE,,NORFOLK ISLAND,OT,2899,79/42B51/16,90000703200,PRINCIPAL,,,,PROPERTY CENTROID,167.96553692,-29.04127158
GAOT_718710071,17-08-2016,"130-135 ROCKY POINT RD, NORFOLK ISLAND OT 2899",,,,,,,130,135,,ROCKY POINT,ROAD,,NORFOLK ISLAND,OT,2899,53/95A/19,90000708100,PRINCIPAL,,,,PROPERTY CENTROID,167.93902283,-29.05606526
GAOT_718710076,15-11-2016,"15 ROCKY POINT RD, NORFOLK ISLAND OT 2899",,,,,,,15,,,ROCKY POINT,ROAD,,NORFOLK ISLAND,OT,2899,25/89L5/18,90000708100,PRINCIPAL,,,,PROPERTY CENTROID,167.93971652,-29.05160566
GAOT_718710088,15-11-2016,"83 ROCKY POINT RD, NORFOLK ISLAND OT 2899",,,,,,,83,,,ROCKY POINT,ROAD,,NORFOLK ISLAND,OT,2899,37/95D3/19,90000708100,PRINCIPAL,,,,PROPERTY CENTROID,167.93654216,-29.05417586
GAOT_718710103,15-11-2016,"44A ROOTY HILL RD, NORFOLK ISLAND OT 2899",,,,,,,44A,,,ROOTY HILL,ROAD,,NORFOLK ISLAND,OT,2899,94/55C11/6,90000704300,PRINCIPAL,,,,PROPERTY CENTROID,167.96871518,-29.04814629
GAOT_718710110,15-11-2016,"64 ROOTY HILL RD, NORFOLK ISLAND OT 2899",,,,,,,64,,,ROOTY HILL,ROAD,,NORFOLK ISLAND,OT,2899,75/65F3/6,90000704300,PRINCIPAL,,,,PROPERTY CENTROID,167.96761717,-29.04868243
GAOT_718710111,15-11-2016,"66 ROOTY HILL RD, NORFOLK ISLAND OT 2899",,,,,,,66,,,ROOTY HILL,ROAD,,NORFOLK ISLAND,OT,2899,74/65F2/6,90000704300,PRINCIPAL,,,,PROPERTY CENTROID,167.9683952,-29.04977462
GAOT_718710136,15-11-2016,"37 SELWYN PINE RD, NORFOLK ISLAND OT 2899",,,,,,,37,,,SELWYN PINE,ROAD,,NORFOLK ISLAND,OT,2899,13/21K/25,90000706100,PRINCIPAL,,,,PROPERTY CENTROID,167.95272165,-29.02806319
GAOT_718710141,15-11-2016,"44 SELWYN PINE RD, NORFOLK ISLAND OT 2899",,,,,,,44,,,SELWYN PINE,ROAD,,NORFOLK ISLAND,OT,2899,10/136G2/24,90000706100,PRINCIPAL,,,,PROPERTY CENTROID,167.9526938,-29.02503549
GAOT_718710145,15-11-2016,"5 SELWYN PINE RD, NORFOLK ISLAND OT 2899",,,,,,,5,,,SELWYN PINE,ROAD,,NORFOLK ISLAND,OT,2899,7/21B3/25,90000706100,PRINCIPAL,,,,PROPERTY CENTROID,167.95599457,-29.02655028
GAOT_718710156,15-11-2016,"6 SHORTRIDGE RD, NORFOLK ISLAND OT 2899",,,,,,,6,,,SHORTRIDGE,ROAD,,NORFOLK ISLAND,OT,2899,7/40B7/15,90000701200,PRINCIPAL,,,,PROPERTY CENTROID,167.95969634,-29.040467
GAOT_718710164,15-11-2016,"117 STOCKYARD RD, NORFOLK ISLAND OT 2899",,,,,,,117,,,STOCKYARD,ROAD,,NORFOLK ISLAND,OT,2899,15/32L/8,90000700300,PRINCIPAL,,,,PROPERTY CENTROID,167.98109286,-29.04082768
GAOT_718710170,15-11-2016,"126 STOCKYARD RD, NORFOLK ISLAND OT 2899",,,,,,,126,,,STOCKYARD,ROAD,,NORFOLK ISLAND,OT,2899,77/33A49A/2,90000705100,PRINCIPAL,,,,PROPERTY CENTROID,167.98270549,-29.041094
GAOT_718710179,15-11-2016,"148 STOCKYARD RD, NORFOLK ISLAND OT 2899",,,,,,,148,,,STOCKYARD,ROAD,,NORFOLK ISLAND,OT,2899,48/33A3/2,90000705100,PRINCIPAL,,,,PROPERTY CENTROID,167.98329783,-29.03956557
GAOT_718710183,15-11-2016,"156 STOCKYARD RD, NORFOLK ISLAND OT 2899",,,,,,,156,,,STOCKYARD,ROAD,,NORFOLK ISLAND,OT,2899,45/33A47(REM)/2,90000705100,PRINCIPAL,,,,PROPERTY CENTROID,167.98380763,-29.03889131
GAOT_718710186,15-11-2016,"15 STOCKYARD RD, NORFOLK ISLAND OT 2899",,,,,,,15,,,STOCKYARD,ROAD,,NORFOLK ISLAND,OT,2899,46/46H2/7,90000700300,PRINCIPAL,,,,PROPERTY CENTROID,167.97372778,-29.04517612
GAOT_718710202,15-11-2016,"185 STOCKYARD RD, NORFOLK ISLAND OT 2899",,,,,,,185,,,STOCKYARD,ROAD,,NORFOLK ISLAND,OT,2899,29/17D1/8,90000700300,PRINCIPAL,,,,PROPERTY CENTROID,167.98324419,-29.03598606
GAOT_718710221,15-11-2016,"25B STOCKYARD RD, NORFOLK ISLAND OT 2899",,,,,,,25B,,,STOCKYARD,ROAD,,NORFOLK ISLAND,OT,2899,81/46B5/7,90000700300,PRINCIPAL,,,,PROPERTY CENTROID,167.9745254,-29.04353043
GAOT_718710224,15-11-2016,"293 STOCKYARD RD, NORFOLK ISLAND OT 2899",,,,,,,293,,,STOCKYARD,ROAD,,NORFOLK ISLAND,OT,2899,44/16A2/8,90000708200,PRINCIPAL,,,,PROPERTY CENTROID,167.97967168,-29.03190296
GAOT_718710235,15-11-2016,"53 STOCKYARD RD, NORFOLK ISLAND OT 2899",,,,,,,53,,,STOCKYARD,ROAD,,NORFOLK ISLAND,OT,2899,78/46E 1/7,90000700300,PRINCIPAL,,,,PROPERTY CENTROID,167.97735193,-29.04433812
GAOT_718710237,15-11-2016,"62 STOCKYARD RD, NORFOLK ISLAND OT 2899",,,,,,,62,,,STOCKYARD,ROAD,,NORFOLK ISLAND,OT,2899,26/8B1/1,90000708200,PRINCIPAL,,,,PROPERTY CENTROID,167.98539121,-29.02793811
GAOT_718710243,15-11-2016,"93 STOCKYARD RD, NORFOLK ISLAND OT 2899",,,,,,,93,,,STOCKYARD,ROAD,,NORFOLK ISLAND,OT,2899,69/45H4/8,90000700300,PRINCIPAL,,,,PROPERTY CENTROID,167.98075439,-29.04309907
GAOT_718710246,15-11-2016,"100C-100F TAYLORS RD, NORFOLK ISLAND OT 2899",,,,,,,100C,100F,,TAYLORS,ROAD,,NORFOLK ISLAND,OT,2899,151/38B25/22,90000706300,PRINCIPAL,,,,PROPERTY CENTROID,167.95476488,-29.03559238
GAOT_718710251,15-11-2016,"106 TAYLORS RD, NORFOLK ISLAND OT 2899",,,,,,,106,,,TAYLORS,ROAD,,NORFOLK ISLAND,OT,2899,87/38B19/22,90000706300,PRINCIPAL,,,,PROPERTY CENTROID,167.95481178,-29.03623625
GAOT_718710253,15-11-2016,"108A TAYLORS RD, NORFOLK ISLAND OT 2899",,,,,,,108A,,,TAYLORS,ROAD,,NORFOLK ISLAND,OT,2899,95/37O6/22,90000706300,PRINCIPAL,,,,PROPERTY CENTROID,167.95255483,-29.03630396
GAOT_718710255,15-11-2016,"10 TAYLORS RD, NORFOLK ISLAND OT 2899",,,,,,,10,,,TAYLORS,ROAD,,NORFOLK ISLAND,OT,2899,19/36V2/22,90000702000,PRINCIPAL,,,,PROPERTY CENTROID,167.94731874,-29.03240535
GAOT_718710256,15-11-2016,"110 TAYLORS RD, NORFOLK ISLAND OT 2899",,,,,,,110,,,TAYLORS,ROAD,,NORFOLK ISLAND,OT,2899,76/38B4/22,90000706300,PRINCIPAL,,,,PROPERTY CENTROID,167.95494146,-29.03730897
GAOT_718710275,15-11-2016,"134 TAYLORS RD, NORFOLK ISLAND OT 2899",,,,,,,134,,,TAYLORS,ROAD,,NORFOLK ISLAND,OT,2899,2/52B2/21,90000706300,PRINCIPAL,,,,PROPERTY CENTROID,167.95540892,-29.03924915
GAOT_718710294,15-11-2016,"187 TAYLORS RD, NORFOLK ISLAND OT 2899",,,,,,,187,,,TAYLORS,ROAD,,NORFOLK ISLAND,OT,2899,79/62J1/17,90000703300,PRINCIPAL,,,,PROPERTY CENTROID,167.95504913,-29.04364958
GAOT_718710300,15-11-2016,"19 TAYLORS RD, NORFOLK ISLAND OT 2899",,,,,,,19,,,TAYLORS,ROAD,,NORFOLK ISLAND,OT,2899,57/24Y6/26,90000707100,PRINCIPAL,,,,PROPERTY CENTROID,167.94911606,-29.03123391
GAOT_718710308,15-11-2016,"24A-24B TAYLORS RD, NORFOLK ISLAND OT 2899",,,,,,,24A,24B,,TAYLORS,ROAD,,NORFOLK ISLAND,OT,2899,26/36S1/22,90000702000,PRINCIPAL,,,,PROPERTY CENTROID,167.94805535,-29.03236888
