,Unnamed: 0,SiteId,SiteRef,SiteOpenIssueId,IssueID,Issue Type,AMSAssetRef,IssueDescription,IssueCreated,RiskRating,WorkRequired,ResidualRisk,Status,Comments,S/P No,PDS I/P No,FixedDate,address_tower_id,AssetRef,RaisedBy,ResolutionComments,ResolvedbyProject,SiteName,TelstraAddressID,Asset Owner CompanyName,OpExEstimate,CapExEstimate,ReviewDate,DateLastUpdated,_LastEditDate,_CreatedDate,UserLastUpdated,ResourcesNeeded,CreatedbyProject,PMProjectRef,CorrosionRegionType,WindRegionType,StructureClassCode,Height,StructureInstallationDate,Latitude,Longitude,PaintingType,Land_Elevation,distance_km
278,1647,2147,QLD002147,45328,QLD002147-13,Routine Maintenance,QLD002147_STR_1,Steel wire mesh on Feeder window is suffering from Medium corrosion due to Dissimilar metal,2022-09-22,4B - PM3 - 4 Years,Remove and replace steel wire mesh with metal that is not going to cause issues with dissimilar metal corrosion.  Corrosion Zone E.  Wire mesh found to be suffering medium corrosion at drone IRM 12-09-22.,1C - MON,PM3,,,,,90851_1,STR_1,Debby Kirkwood,,,BINGIL BAY RT,90851,AMPLITEL,,,2026-09-21,,,2022-09-22,,,,,E (Very High),C,POLE STEEL,25.0,2003-04-07,-17.82554937,146.0992692,ENVIRONMENT / AESTHETIC,89.12705993652344,0.2902605273049293
279,1648,2147,QLD002147,14498,QLD002147-5,Planned Maintenance,QLD002147_STR_1,Light  Corrosion on top 5 Mts of Structure & Discolour on Stainless steel Antenna Mounts,2008-11-19,1D - NSV,"TREAT CORROSION ON TOP 5 m OF POLE STEEL TRANSFIELD L7.19 and Antenna ARGUS CNA010H-00-CI OMNI  Mounts, TREAT WITH WIRE BRUSHING AND APPLY A PROTECTIVE COATING TO AFFECTED AREAS DURING NEXT INSPECTION.",1D - NSV,FXD,Legacy Status: NSV,SP19000043 WO0001,10/02/2011 12:00:00 AM,2011-03-02,90851_1,STR_1,levans@tellum.com.au,,,BINGIL BAY RT,90851,AMPLITEL,,,,Mar  8 2011  2:52PM,,,IRM@excelriggingservices.com.au,,,,E (Very High),C,POLE STEEL,25.0,2003-04-07,-17.82554937,146.0992692,ENVIRONMENT / AESTHETIC,89.12705993652344,0.2902605273049293
280,1649,2234,QLD002234,14903,QLD002234-4,Planned Maintenance,QLD002234_STR_1,"Surface-Light corrosion present. All items  inspected, however not all corrosion recorded",2017-04-05,3C - PM3 - 2 Years,Towers Planning to review Structure Corrosion Report,3E - TFP / EM3 - 30 Days,PM3,Legacy Status: T&FP,,,2024-01-05,97099_1,STR_1,Gavin.Kirkwood@excelriggingservices.com.au,,,EURONG RANGER STATION,97099,AMPLITEL,,,2024-11-23,Jan  5 2024 11:42AM,2024-01-05,,Debby Kirkwood,,,,E (Very High),B,POLE STEEL,30.0,2003-07-14,-25.504982385,153.129173238,NOT PAINTED,10.42081356048584,0.08717348042048809
281,1650,2234,QLD002234,14907,QLD002234-8,Planned Maintenance,QLD002234_STR_1,"Surface light corrosion on structure access ladder stiles & ladder pegs (5m - 30m) deemed &#39;out of scope&#39; for spot treatment due to large scale of corrosion outbreak, high winds & remaining zinc rich paint for following sites on Fraser Island.",2017-04-05,3C - PM3 - 2 Years,4lt of brushable zinc rich paint required to treat all surface/light corrosion at structure access ladder stiles & ladder peg bolts (5m - 30m). Peter Grogan (Telstra) notified & request to &#39;report corrosion by exception only&#39; granted.  This issue superceeded by new at IRM 2023.,3C - PM3 - 2 Years,PM3,Legacy Status: PM3,SP20181913 WO2000,29/02/2012 12:00:00 AM,2024-01-05,97099_1,STR_1,Gavin.Kirkwood@excelriggingservices.com.au,,,EURONG RANGER STATION,97099,AMPLITEL,,,2019-04-05,Jan  5 2024 11:36AM,2024-01-05,,Debby Kirkwood,,,,E (Very High),B,POLE STEEL,30.0,2003-07-14,-25.504982385,153.129173238,NOT PAINTED,10.42081356048584,0.08717348042048809
282,1651,2234,QLD002234,14904,QLD002234-5,Planned Maintenance,QLD002234_STR_1,"Surface corrosion present across 80% of structure access ladder 5m - 30m, concentrated on eastern facing components. Volume of corrosion out of scope as spot treatment",2017-04-05,3B - PM4 - 5 Years,TIM to consider appropriate surface preparation & treatment of entire structure ladder with brushed on zinc rich paint to mitigate further light corrosion outbreaks.  (This remains an un fixed issue at IRM 21-9-2021),3B - PM4 - 5 Years,PM4,Legacy Status: PM4,,,,97099_1,STR_1,Gavin.Kirkwood@excelriggingservices.com.au,,,EURONG RANGER STATION,97099,AMPLITEL,,,2021-12-25,Aug  3 2023  2:35PM,2023-08-03,,Christopher Prause,,,,E (Very High),B,POLE STEEL,30.0,2003-07-14,-25.504982385,153.129173238,NOT PAINTED,10.42081356048584,0.08717348042048809
283,1652,2234,QLD002234,14905,QLD002234-6,Planned Maintenance,QLD002234_STR_1,Surface corrosion present across 10% of north-eastern face of structure. Volume of corrosion out of scope as spot treatment,2017-04-05,4A - PM4 - 7 Years,TIM to consider appropriate surface preparation & treatment of entire structure with brushed on zinc rich paint to mitigate further surface corrosion outbreaks  (This remains unfixed issue at IRM 21-9-2021).,4A - PM4 - 7 Years,PM4,Legacy Status: PM4,,,,97099_1,STR_1,Gavin.Kirkwood@excelriggingservices.com.au,,,EURONG RANGER STATION,97099,AMPLITEL,,,2024-04-03,Sep 28 2021  2:14PM,,,IRM@excelriggingservices.com.au,,,,E (Very High),B,POLE STEEL,30.0,2003-07-14,-25.504982385,153.129173238,NOT PAINTED,10.42081356048584,0.08717348042048809
284,1653,2234,QLD002234,14909,QLD002234-10,Planned Maintenance,QLD002234_STR_1,"Medium to light corrosion issues on mounting pipes, bolts and structure cross arms",2020-06-05,3C - PM3 - 2 Years,"Possible treatment, F01 recommended  (New issue written with more info to replace this one).",2C - PM4 - 5 Years,FXD,Legacy Status: PM3,,,2021-09-21,97099_1,STR_1,benjaman.buyuknisan@team.telstra.com,,,EURONG RANGER STATION,97099,AMPLITEL,,,,Sep 28 2021  2:19PM,,,IRM@excelriggingservices.com.au,,,,E (Very High),B,POLE STEEL,30.0,2003-07-14,-25.504982385,153.129173238,NOT PAINTED,10.42081356048584,0.08717348042048809
285,1654,2234,QLD002234,53563,QLD002234-26,Planned Maintenance,QLD002234_STR_1,Light/medium corrosion to structure ladder pegs.  Heavy on numerous ladder peg nuts and ladder installation bolts/nuts to structure,2024-01-05,2D - PM2 - 12 Months,RPAS IRM 06-12-23:  Replace step peg bolts/nuts suffering light/medium/heavy corrosion.  Ladder style tags welded to structre also suffering medium/heavy corrosion.,3C - PM3 - 2 Years,PM2,"Hold off from PM works due to Amplitel property are in discussion with QLD govt, QPS and are to resolve leasing agreements 20/09/2024.",,,,97099_1,STR_1,Debby Kirkwood,,,EURONG RANGER STATION,97099,AMPLITEL,,,2025-01-04,Sep 20 2024 11:14AM,2024-09-20,2024-01-05,Tyrone Legaspi,,,,E (Very High),B,POLE STEEL,30.0,2003-07-14,-25.504982385,153.129173238,NOT PAINTED,10.42081356048584,0.08717348042048809
286,1655,2234,QLD002234,14912,QLD002234-13,Planned Maintenance,QLD002234_STR_1,"Light to Medium corrosion on threaded rods used on antenna mounting bracket on antennas A1, A2 & A4 at 30m level.",2010-03-24,3C - PM3 - 2 Years,"PBR 30813573 Replace, 3 x Antenna mounting brackets kits (Type:T-029-GL-E) used on antenna type (Argus: CNPX310DR-CF). A 35m Cherry picker and outage will also be required.  Also see photos 97099_0017 & 0018",3C - PM3 - 2 Years,FXD,Legacy Status: PM3,SP14000013 WO0012,19/07/2011 12:00:00 AM,2012-10-30,97099_1,STR_1,IRM@excelriggingservices.com.au,,,EURONG RANGER STATION,97099,AMPLITEL,,,,May 14 2013  7:07AM,,,Danny.C.Frederiksen@team.telstra.com,,,,E (Very High),B,POLE STEEL,30.0,2003-07-14,-25.504982385,153.129173238,NOT PAINTED,10.42081356048584,0.08717348042048809
287,1656,2234,QLD002234,14913,QLD002234-14,Planned Maintenance,QLD002234_STR_1,"Light to Medium corrosion on all antenna mounts used to secure Police antennas. A5, A7, A8, A9, A11, A12 & A13",2010-03-24,4C - TFP / PM3 - 18 Months,Reffered to facilities access to liaise with Police to determine who will carry out repair work on their antennas.,4A - PM4 - 7 Years,FXD,Legacy Status: PM3,,,2010-04-07,97099_1,STR_1,IRM@excelriggingservices.com.au,,,EURONG RANGER STATION,97099,AMPLITEL,,,,Jul 14 2011 11:42AM,,,Wade.McAuslan@team.telstra.com,,,,E (Very High),B,POLE STEEL,30.0,2003-07-14,-25.504982385,153.129173238,NOT PAINTED,10.42081356048584,0.08717348042048809
288,1657,2234,QLD002234,14914,QLD002234-15,Planned Maintenance,QLD002234_STR_1,"Light to Medium corrosion on all antenna mounts used to secure National Parks antennas. A6, A10, A14 & A17",2010-03-24,4C - TFP / PM3 - 18 Months,Reffered to Facilities Access to liaise with National Parks to determine who will carry out repair work on their antennas.,4A - PM4 - 7 Years,FXD,Legacy Status: PM3,,,2010-04-07,97099_1,STR_1,IRM@excelriggingservices.com.au,,,EURONG RANGER STATION,97099,AMPLITEL,,,,Jul 14 2011 11:42AM,,,Wade.McAuslan@team.telstra.com,,,,E (Very High),B,POLE STEEL,30.0,2003-07-14,-25.504982385,153.129173238,NOT PAINTED,10.42081356048584,0.08717348042048809
289,1658,2234,QLD002234,14916,QLD002234-17,Planned Maintenance,QLD002234_STR_1,Heavy corrosion on vertical gantry ladder.,2012-08-14,5C - PM2 - 12 Months,"PBR 31960595, Replace vertical gantry ladder supporting essential services, ie QLD Police, National Parks and Wildlife. Treat heavy corrosion to antenna mounts.",2E - PM1 - 6 Months,FXD,Legacy Status: PM2,SP14000055 WO0008,2/10/2012 12:00:00 AM,2013-03-15,97099_1,STR_1,Peter.R.Grogan@team.telstra.com,,,EURONG RANGER STATION,97099,AMPLITEL,5500,,,Mar 15 2013  7:36AM,,,Danny.C.Frederiksen@team.telstra.com,,,,E (Very High),B,POLE STEEL,30.0,2003-07-14,-25.504982385,153.129173238,NOT PAINTED,10.42081356048584,0.08717348042048809
290,1659,2234,QLD002234,53564,QLD002234-27,Routine Maintenance,QLD002234_STR_1,Corrosion staining present base of structure,2024-01-05,2A - MON,"RPAS IRM 06-12-23:  Light corrosion staining present on base of structure, at earth connection at base of structure and can just be seen between base of structure and grout.  Treated (wire brushed and cold gal applied) at inspection 2023.  Report on condition at next inspection.",2A - MON,MON,,,,,97099_1,STR_1,Debby Kirkwood,,,EURONG RANGER STATION,97099,AMPLITEL,,,,,,2024-01-05,,,,,E (Very High),B,POLE STEEL,30.0,2003-07-14,-25.504982385,153.129173238,NOT PAINTED,10.42081356048584,0.08717348042048809
291,1660,2241,QLD002241,14951,QLD002241-1,Planned Maintenance,QLD002241_STR_1,Medium Corrosion present. All items inspected & all corrosion recorded,2017-09-05,4C - TFP / PM3 - 18 Months,Replace 17 x M16x120mm antenna headframe bolts suffering medium corrsion.	  (Last 2 inspection reports do not agree with this issue.  Asked to close it by P.Grogan 11-5-2021),3E - TFP / EM3 - 30 Days,FXD,Legacy Status: PM3,SP20192013 WO2000,29/02/2012 12:00:00 AM,2021-05-12,55627_1,STR_1,IRM@excelriggingservices.com.au,,,GOLDEN BEACH NORTH,55627,AMPLITEL,,,,May 12 2021  5:11PM,,,IRM@excelriggingservices.com.au,,,,E (Very High),B,POLE STEEL,13.8,2006-09-21,-26.803755,153.12514,NOT PAINTED,4.015296459197998,0.2821789665598702
292,1661,2252,QLD002252,14991,QLD002252-1,Planned Maintenance,QLD002252_STR_1,"Structure has peeling paint on bottom 2 sections of pole, spotted areas behind vertical feeder gantry also has sections of peeling paint.  Bottom two sections of structure suffering surface corrosion.",2017-09-27,2D - PM2 - 12 Months,"PDS50036806, SP30103641, LOGANLEA CMTS, QLD002252, Amplitel, FY24, PLANNED MAINTENANCE. Sandblast Structure in sections required, remove any traces of corrosion and apply a anti corrosion coating.RPAS IRM 20-07-23: Refurbish the bottom two sections of the monopole.  Surface/light corrosion has occurred under the paint causing bubbling and pitting.  Re-paint after treating corrosion.",2B - MON,PM2,"Legacy Status: PM3SP30103641, LOGANLEA CMTS, QLD002252, Amplitel, FY24, PLANNED MAINTENANCE.",30103641,50036806,2024-03-06,156290_1,STR_1,IRM@excelriggingservices.com.au,,32059.0,LOGANLEA CMTS,156290,AMPLITEL,,,2024-02-20,Nov 15 2023  8:50AM,2023-11-15,,Bruce Smith,,,LCR-32059,B (Low),B,POLE STEEL,35.0,2005-05-16,-27.669106,153.13416,PROTECTION,13.12154865264893,17.231565178850907
293,1662,2252,QLD002252,51071,QLD002252-6,Planned Maintenance,QLD002252_STR_1,Heavy corrosion present between base plate & grouting.,2023-07-29,2E - PM1 - 6 Months,"PDS50036806, SP30103641, LOGANLEA CMTS, QLD002252, Amplitel, FY24, PLANNED MAINTENANCE. RPAS IRM 20-07-23: Remove the structural grout between the structure base plate and the foundation.  Corrosion staining present on the underside of the structure base plate, grout is in poor condition, crumbling and deteriorated.  Hold down bolts exposed and showing heavy corrosion.",2D - PM2 - 12 Months,PM1,,30103641,50036806,2024-02-20,156290_1,STR_1,Debby Kirkwood,,,LOGANLEA CMTS,156290,AMPLITEL,,,2024-01-27,Mar  4 2024  4:21PM,2024-03-04,2023-07-29,Bruce Smith,3.0,,,B (Low),B,POLE STEEL,35.0,2005-05-16,-27.669106,153.13416,PROTECTION,13.12154865264893,17.231565178850907
294,1663,2269,QLD002269,15086,QLD002269-2,Planned Maintenance,QLD002269_STR_1,Medium Corrosion present. All items inspected & all corrosion recorded,2017-05-04,3D - PM1 / SMB - 3-6 Months,Towers Planning to review Structure Corrosion Report (Double up of corrosion issues in CANRAD.  This one no longer needed. DK).,3D - PM1 / SMB - 3-6 Months,FXD,Legacy Status: PM1,,,2020-03-31,106529_1,STR_1,IRM@excelriggingservices.com.au,,,GRASSTREE BEACH RT,106529,AMPLITEL,,,,Mar 31 2020  5:35PM,,,IRM@excelriggingservices.com.au,,,,C (Medium),C,TOWER STEEL,30.0,2003-08-14,-21.357163,149.29759,NOT PAINTED,156.7535552978516,1.1159822301411442
295,1664,2269,QLD002269,49479,QLD002269-10,Planned Maintenance,QLD002269_STR_1,Heavy corrosion present. All items inspected & all corrosion recorded,2023-05-28,3C - PM3 - 2 Years,"IRM_180323: Light to heavy corrosion present -Nuts, stringers,horizontal bracing. TFP to view corrosion report. Photos_063 to 082.",2B - MON,PM3,,,,,106529_1,STR_1,Shaun O'malley,,,GRASSTREE BEACH RT,106529,AMPLITEL,,,2025-05-27,,,2023-05-28,,,,,C (Medium),C,TOWER STEEL,30.0,2003-08-14,-21.357163,149.29759,NOT PAINTED,156.7535552978516,1.1159822301411442
296,1665,2269,QLD002269,15087,QLD002269-3,Planned Maintenance,QLD002269_STR_1,1 x M16 x 50 bolt @ 28m W face heavily corroded,2017-05-04,4C - TFP / PM3 - 18 Months,Replace heavily corroded M16 x 50 bolt.  See the IRM 2020 F01 corrosion report for heavy corrosion details.,1E - NSV,PM3,Legacy Status: PM3,,,2020-11-10,106529_1,STR_1,IRM@excelriggingservices.com.au,,,GRASSTREE BEACH RT,106529,AMPLITEL,,,2024-10-28,Jun  1 2022 12:12PM,2022-06-01,,Peter Grogan,,,,C (Medium),C,TOWER STEEL,30.0,2003-08-14,-21.357163,149.29759,NOT PAINTED,156.7535552978516,1.1159822301411442
297,1666,2278,QLD002278,53979,QLD002278-6,Planned Maintenance,QLD002278_STR_1,"No drain holes in pole base, no signs of corrosion as yet. Refer to Photos QLD002278_010, 011, 012, 013",2024-04-12,2D - PM2 - 12 Months,"PDS IP50039480_FY25_ARCHOS PLANNED MAINTENANCE PROGRAM_ MAINT. Open the bottom window to assess the inside of the pole, Remove the existing grout, assess the condition of the foundation cage threads for corrosion, if in good condition grout the base, if suffering from corrosion, check with Towers Planning before grouting. Grout and install four drain holes in accordance with Work Instruction (Refurbishment of Components Embedded in Concrete - Issue 3) Repair Advise - Completed 14.10.2024.Original Scope: •	Remove the existing grout, clean out the base of the pole, check the foundation cage threads for corrosion, if in good condition grout the base with four drain holes, if suffering from corrosion follow Work Instructions: Refurbishment of Components Embedded in Concrete.Scope Completed:•	Water blasted and cleaned around pole base.•	Removed Grout from around pole base.•	Inspected cage threads in four locations into foundation slab. (no corrosion present)•	Wired wheeled and sandblasted corrosion from cage threads.•	Applied 1 x coat of Carbozinc to cage threads..•	Applied 1st coat of Carboguard to cage threads.•	Applied 2nd coat of Carboguard to cage threads.•	Applied Xypex around cage threads that had been inspected.•	Installed new grout with 4 new large drains.•	Applied final over coat of Carboguard to Grout inside and outside of pole base.",2B - MON,PM2,,MAINT,50039480,2024-11-05,159170_2,STR_1,Adam Jaggard,,,ASHGROVE EAST CMTS,159170,AMPLITEL,15000,,2025-04-12,Nov  5 2024  2:57PM,2024-11-05,2024-04-12,Adam Jaggard,2.0,,,B (Low),B,POLE STEEL,25.0,2015-05-18,-27.446081,152.99205,NOT PAINTED,32.29646682739258,15.282508963482
298,1667,2306,QLD002306,45564,QLD002306-7,Routine Maintenance,QLD002306_STR_1,Surface corrosion on the structure hold down bolts/nuts,2022-10-11,4B - PM3 - 4 Years,Monitor the structure hold down bolts/nuts for any defect or advancing corrosion.  Site is frequently flooded.,2A - MON,PM3,,,,,125159_1,STR_1,Debby Kirkwood,,,BALD HILLS NORTH RT,125159,AMPLITEL,,,2026-10-10,,,2022-10-11,,,,,B (Low),B,POLE CONCRETE,30.0,2003-09-18,-27.2972,153.01646,NOT PAINTED,3.429350137710571,3.2858095739341207
299,1668,2321,QLD002321,15321,QLD002321-2,Planned Maintenance,QLD002321_STR_1,24 split pins are rusty and need replacing on all guys.,2020-03-13,2D - PM2 - 12 Months,replace 24 split pins and conduct full corrosion report at NID.,1E - NSV,FXD,Legacy Status: PM2,SP20242513 WO3000,17/07/2019 12:00:00 AM,2021-10-19,54163_2,STR_1,mikahayl.vonriebon@team.telstra.com,,,GATTONVALE STATION,54163,AMPLITEL,500,,,Feb 15 2022  2:11PM,,,IRM@excelriggingservices.com.au,,,,F (Inland Tropical),B,MAST GUYED,16.5,2014-09-05,-20.778740331,147.948327717,NOT PAINTED,169.8368377685547,77.25611810560733
300,1669,2360,QLD002360,48993,QLD002360-5,Planned Maintenance,QLD002360_STR_1,Headframe flange bolts suffering heavy corrosion,2023-03-31,3C - PM3 - 2 Years,"IRM_240323: 5 x Bolts with Heavy corrosion, 4 off with light/medium corrosion. M20 X 75MM. Replace, (Take 9 off and replace as required) Photos 044 to 053.",2B - MON,PM3,,,,,173690_1,STR_1,Shaun O'malley,,,SMITHFIELD SOUTH CMTS,173690,AMPLITEL,,,2025-03-30,Apr 14 2023 12:55PM,2023-04-14,2023-03-31,Shaun O'malley,,,,C (Medium),C,POLE STEEL,30.0,2006-10-30,-16.859558,145.699803,ENVIRONMENT / AESTHETIC,4.870705604553223,4.90996936092228
301,1670,2361,QLD002361,15445,QLD002361-2,Planned Maintenance,QLD002361_STR_1,Paint delamination to base section of pole and at 20mAGL,2020-05-28,3C - PM3 - 2 Years,"Scrape back flaking paint, using the Telstra paint spec, re paint Base of pole and at 20m AGL.  RPAS IRM 17-10-22 - Surface corrosion spots on structure body at 8m & 28m. Treat corrosion before re painting.",3B - PM4 - 5 Years,PM3,Legacy Status: PM3,,,,173691_1,STR_1,IRM@excelriggingservices.com.au,,,WHITFIELD CMTS BG 1,173691,AMPLITEL,,,2022-05-28,Oct 20 2022  6:20PM,2022-10-20,,Debby Kirkwood,,,,C (Medium),C,POLE STEEL,33.8,2008-02-01,-16.91621,145.7238,ENVIRONMENT / AESTHETIC,64.18462371826172,4.316365795498229
302,1671,2368,QLD002368,46550,QLD002368-8,Routine Maintenance,QLD002368_STR_1,Structure paint is discoloured and it looks to be debris or corrosion at slip joint just above the horizontal gantry.,2022-12-12,4B - PM3 - 4 Years,Investigate first slip joint of structure (just above horizontal gantry).  Paint is discolouring and there appears to be a build up in the joint (debris or corrosion?) from FY21 drone IRM.,2C - PM4 - 5 Years,PM3,,,,,47862_1,STR_1,Debby Kirkwood,,,CRYSTAL CASCADES CMTS,47862,AMPLITEL,,,2026-12-11,,,2022-12-12,,,,,F (Inland Tropical),C,POLE STEEL,30.0,2005-11-16,-16.950619,145.69456,ENVIRONMENT / AESTHETIC,105.9789810180664,8.818229673107533
303,1672,2376,QLD002376,15499,QLD002376-6,Planned Maintenance,QLD002376_STR_1,Surface corrosion to internal handrail in compound,2011-10-17,1E - NSV,Wirebrushed and treated with Zinc rich Gal paint,1E - NSV,FXD,Legacy Status: FXD,SP14000003 WO0001,15/06/2011 12:00:00 AM,2011-09-15,175108_1,STR_1,IRM@excelriggingservices.com.au,,,NERANWOOD RT,175108,AMPLITEL,,,,,,,,,,,C (Medium),B,POLE STEEL,30.0,2007-11-26,-28.105856,153.33424,NOT PAINTED,201.8414306640625,11.621284714576198
304,1673,2378,QLD002378,15506,QLD002378-3,Planned Maintenance,QLD002378_STR_1,Surface corrosion on structure foundation base,2021-09-09,3C - PM3 - 2 Years,Investigate corrosion appearing between the base of the structure and the structural grout ring.,2C - PM4 - 5 Years,PM3,Legacy Status: PM3,,,,175493_1,STR_1,Rhys.L.Yeomans@team.telstra.com,,,SHORNCLIFFE CMTS,175493,AMPLITEL,,,2026-05-31,Aug  3 2023  2:38PM,2023-08-03,,Christopher Prause,,,,B (Low),B,POLE STEEL,25.0,2006-11-16,-27.330791,153.08192,ENVIRONMENT / AESTHETIC,3.561952829360962,0.010075145999126194
305,1674,2380,QLD002380,45713,QLD002380-4,Routine Maintenance,QLD002380_STR_1,Surface corrosion on Pole body 5m to 30m,2022-10-21,4B - PM3 - 4 Years,Treat (wire brush and apply cold gal) surface corrosion between 5m to 30m on the structure where scratches appear.,1C - MON,PM3,,,,,175528_1,STR_1,Debby Kirkwood,,,WUJAL RT LOT 10 PLAN 903517 CAPE TRIBULATION RD,175528,AMPLITEL,,,2026-10-20,Oct 21 2022  4:46PM,2022-10-21,2022-10-21,Debby Kirkwood,,,,C (Medium),C,POLE STEEL,30.0,2005-03-14,-15.95042405,145.32604165,NOT PAINTED,183.1790313720703,5.016755624779629
306,1675,2406,QLD002406,49636,QLD002406-6,Routine Maintenance,QLD002406_STR_1,"Surface/light corrosion occuring on structural upgrade, welded to pole body stiffeners GL to 5m",2023-06-17,4A - PM4 - 7 Years,Monitor the weld connections of the stiffeners to the pole between GL to 5m (STD-2110).  RPAS IRM 05-06-23 found the welds to be suffering surface/light corrosion.  Treated (wire brushed and cold gal applied at inspection).,1C - MON,PM4,,,,,178368_1,STR_1,Debby Kirkwood,,,SOUTH TOWNSVILLE CMTS,178368,AMPLITEL,,,2030-06-15,,,2023-06-17,,,,,F (Inland Tropical),C,POLE STEEL,30.0,2005-12-02,-19.280302,146.82549,ENVIRONMENT / AESTHETIC,3.326248407363892,1.402623104013849
307,1676,2406,QLD002406,15581,QLD002406-1,Planned Maintenance,QLD002406_STR_1,"Minor corrosion to mounts, clamps and bandit strap bolts on RRU mounts @ 25m level",2019-05-15,3C - PM3 - 2 Years,"TIM to review the CANVAS APP corrosion photos & issues.  Very minor corrosion to mounts, clamps and bandit strap bolts on RRU mounts @ 25m level",1E - NSV,FXD,Legacy Status: PM3,,,2022-06-05,178368_1,STR_1,IRM@excelriggingservices.com.au,,,SOUTH TOWNSVILLE CMTS,178368,AMPLITEL,,,2021-05-14,Jun  5 2022  2:14PM,2022-06-05,,Patrick Kennedy,,,,F (Inland Tropical),C,POLE STEEL,30.0,2005-12-02,-19.280302,146.82549,ENVIRONMENT / AESTHETIC,3.326248407363892,1.402623104013849
308,1677,2407,QLD002407,15585,QLD002407-1,Planned Maintenance,QLD002407_STR_1,Corrosion found on A7 mounting hardware,2014-12-06,1E - NSV,Corrosion found on band it strapping & bolts being used to mount A7 to structure.  A7 is Qld Health.  Have advised Qld Health via email to representative sandy.golding@health.qld.gov.au on 5-12-2014.,1E - NSV,FXD,Legacy Status: FXD,,,2014-12-05,178387_1,STR_1,IRM@excelriggingservices.com.au,,,THURINGOWA CENTRAL CMTS,178387,AMPLITEL,,,,,,,,,,,F (Inland Tropical),C,POLE STEEL,30.0,2005-08-15,-19.304192,146.7326,NOT PAINTED,18.24983596801758,9.37082246776192
309,1678,2413,QLD002413,15605,QLD002413-3,Planned Maintenance,QLD002413_STR_1,Site Inspection,2012-03-19,2D - PM2 - 12 Months,"1. Undertake Inspection & Routine Maintenance in accordance with I&RM 010623. 2. Inspectors are to make every attempt to permanently or temporarily fix all issues they identify while on site e.g. Where possible fix PM1, PM2 and PM3 issues. 3. Complete the Radio Structure Corrosion Report to comprehensively detail the severity of corrosion damage on components that can not adequately refurbished under I&RM.",1C - MON,FXD,Legacy Status: NID,SP20151613 WO3000,29/02/2012 12:00:00 AM,2016-03-01,178432_1,STR_1,Peter.R.Grogan@team.telstra.com,,,TIVOLI CMTS,178432,AMPLITEL,2001,,,Mar 30 2016  9:17PM,,,IRM@excelriggingservices.com.au,,,,B (Low),B,POLE STEEL,30.0,2006-01-30,-27.587357,152.77019,ENVIRONMENT / AESTHETIC,54.42905044555664,40.508571770161026
310,1679,2437,QLD002437,15675,QLD002437-8,Planned Maintenance,QLD002437_STR_1,Surface to light corrosion on all 6 panel antennas threaded rod on structure.,2011-12-03,1D - NSV,Treated top mounts with cold gal but could not reach bottom mounts from head frame cherry picker required refer corrosion report. NOTE; Antenass changed out 2014.,1A - MON,FXD,Legacy Status: NSV,SP20121313 WO1000,17/01/2012 12:00:00 AM,2015-06-11,182131_1,STR_1,IRM@excelriggingservices.com.au,,,CABOOLTURE WEST CMTS,182131,AMPLITEL,,,,Jun 12 2015 11:56AM,,,Peter.R.Grogan@team.telstra.com,,,,C (Medium),B,POLE STEEL,35.0,2004-05-04,-27.073223,152.91653,NOT PAINTED,15.62351608276367,14.62399562787435
311,1680,2437,QLD002437,15676,QLD002437-9,Planned Maintenance,QLD002437_STR_1,Earth braid nut on underside of gantry at ground level,2011-12-03,3D - PM1 / SMB - 3-6 Months,Replace earth braid nut on underside of gantry at hut/ground level.  Nut has metal loss/heavy corrossion.  Wire brushed and treated with galmet at inspection.,3D - PM1 / SMB - 3-6 Months,FXD,Legacy Status: PM1,SP20121313 WO1000,17/01/2012 12:00:00 AM,2015-06-11,182131_1,STR_1,IRM@excelriggingservices.com.au,,,CABOOLTURE WEST CMTS,182131,AMPLITEL,,,,Jun 13 2015  8:31AM,,,Peter.R.Grogan@team.telstra.com,,,,C (Medium),B,POLE STEEL,35.0,2004-05-04,-27.073223,152.91653,NOT PAINTED,15.62351608276367,14.62399562787435
312,1681,2450,QLD002450,48981,QLD002450-7,Routine Maintenance,QLD002450_STR_1,Bolt cage nuts/threads and structure earth straps suffering surface/light corrosion.,2023-03-30,4B - PM3 - 4 Years,Refurbish (wire brush and apply a protective coating) to the structure hold down bolts/threads and structure earth straps found to be suffering surface/light corrosion at BAI drone 10-2-23.  Not treated at inspection.  Surface/light corrosion forming on bolt cage threads where the lock nut is sitting higher than the end of the thread (water pooling).,2A - MON,PM3,,,,,48664_1,STR_1,Debby Kirkwood,,,AGNES WATER CMTS,48664,AMPLITEL,,,2027-03-29,Jan  3 2024  3:26PM,2024-01-03,2023-03-30,Debby Kirkwood,,,,C (Medium),C,POLE STEEL,35.0,2004-02-16,-24.216043697,151.896152382,NOT PAINTED,79.54633331298828,1.3042909334747481
